row_id,instruction,raw_input,goal_text,business_context,summary,text,tone_rule,tone_rule_confidence,tone_rule_matches,tone_zs_score_friendly,tone_zs_score_professional,tone_zs_score_luxury,tone_zs_score_emotional,tone_zs_score_persuasive,tone_zs_score_humorous,tone_zero_shot_scored,tone_zero_shot_raw,tone_zero_shot_raw_confidence,tone_zero_shot,tone_zero_shot_confidence,tone_second_choice,tone_second_choice_confidence,tone_phi3,tone_phi3_selected,tone_phi3_done,tone,tone_confidence,tone_agreement,tone_source,tone_needs_review
170,Develop a content calendar for a B2B software company's blog.,"Company: CodeForge Target Audience: Developers and IT professionals Constraints: Limited content creation resources Goals: Establish thought leadership, drive organic traffic, and generate leads Workflow Stage: Content Creation","Establish thought leadership, drive organic traffic, and generate leads Workflow Stage: Content Creation",Company: CodeForge Target Audience: Developers and IT professionals Constraints: Limited content creation resources,Company: CodeForge Target Audience: Developers and IT professionals Constraints: Limited content creation resources,"""Tech Insights"" blog series: Publish bi-weekly articles on industry trends, best practices, and tutorials. Utilize SEO keywords and meta descriptions. Allocate content creation to in-house experts and guest bloggers. Repurpose content into social media posts, email newsletters, and LinkedIn articles.",professional,0.7708,industry|insights,0.06297729909420013,0.31168311834335327,0.17978058755397797,0.050179675221443176,0.25125834345817566,0.14412090182304382,1,professional,0.3117,professional,0.3495,luxury,0.1908,professional,1,1,professional,0.6391,1.0,rule_zero_shot_agreement,False
171,Design an email marketing campaign to promote a new product launch.,"Company: SmartHome Target Audience: Homeowners and tech enthusiasts Constraints: Limited email list, high competition Goals: Drive sales, increase brand awareness, and encourage referrals Workflow Stage: Email Marketing","Drive sales, increase brand awareness, and encourage referrals Workflow Stage: Email Marketing","Company: SmartHome Target Audience: Homeowners and tech enthusiasts Constraints: Limited email list, high competition","Company: SmartHome Target Audience: Homeowners and tech enthusiasts Constraints: Limited email list, high competition","""Unlock Your Smart Home"" campaign: Design a visually appealing email template showcasing the product's features and benefits. Offer a limited-time discount (15% off) for subscribers. Utilize segmentation to personalize content based on user interests. Create a referral program with incentives for successful referrals.",persuasive,0.8625,discount|offer,0.05979873612523079,0.0958719551563263,0.14112752676010132,0.02441740594804287,0.6038038730621338,0.07498051226139069,1,persuasive,0.6038,persuasive,0.2844,luxury,0.2129,persuasive,1,1,persuasive,0.6445,1.0,rule_zero_shot_agreement,False
172,Create a social media contest to increase engagement and brand awareness.,"Company: FashionForward Target Audience: Fashion-conscious women Constraints: Limited budget, high competition Goals: Increase followers, drive website traffic, and boost sales Workflow Stage: Social Media","Increase followers, drive website traffic, and boost sales Workflow Stage: Social Media","Company: FashionForward Target Audience: Fashion-conscious women Constraints: Limited budget, high competition","Company: FashionForward Target Audience: Fashion-conscious women Constraints: Limited budget, high competition","""Style Challenge"" contest: Encourage followers to share their favorite fashion tips and trends using a branded hashtag. Partner with influencers to promote the contest. Offer a grand prize (gift card or free product) and feature the winner on the company's social media channels.",persuasive,0.6333,offer,0.04501059278845787,0.08527959138154984,0.09716173261404037,0.0426115058362484,0.5557406544685364,0.17419587075710297,1,persuasive,0.5557,humorous,0.2634,persuasive,0.2475,friendly,1,1,friendly,0.6,0.3333,phi3_tiebreak,True
173,Create a social media campaign to increase brand awareness among Gen Z for a sustainable fashion brand.,"Company: Verde Clothing, a sustainable fashion brand; Target Audience: Gen Z (18-24 years old); Constraints: Limited budget of $5,000; Goals: Increase brand awareness by 20% in 6 weeks; Workflow Stage: Strategy.",Increase brand awareness by 20% in 6 weeks; Workflow Stage: Strategy.,"Company: Verde Clothing, a sustainable fashion brand; Target Audience: Gen Z (18-24 years old); Constraints: Limited budget of $5,000;","Company: Verde Clothing, a sustainable fashion brand; Target Audience: Gen Z (18-24 years old); Constraints: Limited budget of $5,000;","""Verde Vibes"" campaign: Partner with eco-influencers to showcase Verde's sustainable clothing lines. Create engaging content (images, videos, and Reels) highlighting the brand's commitment to sustainability. Allocate $2,000 for influencer partnerships, $1,500 for content creation, and $1,500 for social media advertising. Utilize Instagram, TikTok, and Facebook to reach the target audience.",,0.0,,0.12664863467216492,0.12085112929344177,0.09409178793430328,0.1231163889169693,0.3781387209892273,0.15715335309505463,1,persuasive,0.3781,friendly,0.2477,emotional,0.2192,professional,1,1,professional,0.6,0.5,phi3_tiebreak,True
174,Develop a targeted email marketing campaign to promote a new AI-powered fitness app.,"Company: FitGenie, an AI-powered fitness app; Target Audience: Fitness enthusiasts (25-45 years old); Constraints: Email list of 10,000 subscribers; Goals: Drive 500 app downloads in 4 weeks; Workflow Stage: Copywriting.",Drive 500 app downloads in 4 weeks; Workflow Stage: Copywriting.,"Company: FitGenie, an AI-powered fitness app; Target Audience: Fitness enthusiasts (25-45 years old); Constraints: Email list of 10,000 subscribers;","Company: FitGenie, an AI-powered fitness app; Target Audience: Fitness enthusiasts (25-45 years old); Constraints: Email list of 10,000 subscribers;","""Unlock Your Fitness Potential"" campaign: Design a series of 4 emails, each highlighting a unique feature of the FitGenie app. Use a conversational tone and include social proof (testimonials, ratings). Offer a 14-day free trial and a 20% discount for annual subscriptions. Use AI-driven segmentation to personalize the email content based on subscriber preferences.",persuasive,0.8625,discount|offer,0.3571885824203491,0.011004000902175903,0.02942286990582943,0.06755536794662476,0.4453749656677246,0.0894542708992958,1,persuasive,0.4454,friendly,0.6303,persuasive,0.1321,friendly,1,1,friendly,0.7003,0.6667,three_method_majority,False
175,Create a video ad for a new electric vehicle model targeting environmentally conscious consumers.,"Company: Green Motors, an electric vehicle manufacturer; Target Audience: Environmentally conscious consumers (35-55 years old); Constraints: 60-second video ad; Goals: Drive 500 test drive bookings in 8 weeks; Workflow Stage: Image Generation.",Drive 500 test drive bookings in 8 weeks; Workflow Stage: Image Generation.,"Company: Green Motors, an electric vehicle manufacturer; Target Audience: Environmentally conscious consumers (35-55 years old); Constraints: 60-second video ad;","Company: Green Motors, an electric vehicle manufacturer; Target Audience: Environmentally conscious consumers (35-55 years old); Constraints: 60-second video ad;","""Drive Change"" campaign: Produce a 60-second video ad showcasing the eco-friendly features of the new electric vehicle model. Use a mix of scenic outdoor footage and futuristic visuals to emphasize the vehicle's innovative technology. Highlight the vehicle's zero-emission capabilities and include a call-to-action (CTA) to book a test drive.",persuasive,0.4867,,0.017761601135134697,0.057152580469846725,0.042204391211271286,0.031236682087183,0.7681248188018799,0.08351996541023254,1,persuasive,0.7681,persuasive,0.4641,humorous,0.1714,professional,1,1,persuasive,0.5743,0.6667,rule_zero_shot_agreement,True
176,Create a social media campaign to increase brand awareness among Gen Z consumers.,"Company: EcoCycle - a sustainable fashion brand Target Audience: Gen Z (18-24 years old) Constraints: Limited budget, high competition in the sustainable fashion market Goals: Increase brand awareness by 20%, drive website traffic by 15% Workflow Stage: Strategy","Increase brand awareness by 20%, drive website traffic by 15% Workflow Stage: Strategy","Company: EcoCycle - a sustainable fashion brand Target Audience: Gen Z (18-24 years old) Constraints: Limited budget, high competition in the sustainable fashion market","Company: EcoCycle - a sustainable fashion brand Target Audience: Gen Z (18-24 years old) Constraints: Limited budget, high competition in the sustainable fashion market","Develop an influencer marketing campaign partnering with eco-conscious Gen Z influencers to showcase EcoCycle's sustainable clothing lines. Utilize Instagram Reels and TikTok to share engaging, educational content highlighting the brand's commitment to sustainability. Allocate $1,500 for influencer partnerships and $500 for content creation.",,0.0,,0.07762636244297028,0.1832009255886078,0.10740981251001358,0.11252735555171967,0.3106040060520172,0.20863156020641327,1,persuasive,0.3106,humorous,0.2319,professional,0.203,professional,1,1,professional,0.6,0.5,phi3_tiebreak,True
177,Design an email marketing campaign to nurture leads and encourage conversions.,"Company: TechCorp - a B2B software solutions provider Target Audience: Business owners and decision-makers in the tech industry Constraints: High email open rates but low conversion rates Goals: Increase conversion rates by 12%, boost sales by 10% Workflow Stage: Copywriting","Increase conversion rates by 12%, boost sales by 10% Workflow Stage: Copywriting",Company: TechCorp - a B2B software solutions provider Target Audience: Business owners and decision-makers in the tech industry Constraints: High email open rates but low conversion rates,Company: TechCorp - a B2B software solutions provider Target Audience: Business owners and decision-makers in the tech industry Constraints: High email open rates but low conversion rates,"Create a 3-email nurture sequence focusing on providing value through thought leadership content, customer testimonials, and personalized product demos. Use AI-powered email personalization to tailor content to each lead's interests and behaviors. Include clear, actionable CTAs to encourage conversions.",,0.0,,0.03681734949350357,0.09569458663463593,0.08067746460437775,0.04362936317920685,0.700609028339386,0.04257216304540634,1,persuasive,0.7006,persuasive,0.3721,professional,0.172,professional,1,1,professional,0.6,0.5,phi3_tiebreak,True
178,Develop a content calendar to support a new product launch.,"Company: FitFusion - a fitness equipment manufacturer Target Audience: Fitness enthusiasts and gym owners Constraints: Limited content creation resources Goals: Generate buzz around the new product, drive sales Workflow Stage: Post Scheduling","Generate buzz around the new product, drive sales Workflow Stage: Post Scheduling",Company: FitFusion - a fitness equipment manufacturer Target Audience: Fitness enthusiasts and gym owners Constraints: Limited content creation resources,Company: FitFusion - a fitness equipment manufacturer Target Audience: Fitness enthusiasts and gym owners Constraints: Limited content creation resources,"Plan a 6-week content calendar featuring a mix of product teasers, behind-the-scenes content, customer testimonials, and educational blog posts highlighting the product's benefits. Utilize Instagram, Facebook, Twitter, and LinkedIn to reach a broad audience. Schedule posts using a mix of promotional, educational, and engaging content to maintain audience interest.",,0.0,,0.04903335124254227,0.08165369927883148,0.09675426036119461,0.10048431158065796,0.5141823887825012,0.15789197385311127,1,persuasive,0.5142,emotional,0.2201,humorous,0.2168,professional,1,1,professional,0.6,0.5,phi3_tiebreak,True
179,Create a targeted ad campaign to reach high-value customers.,"Company: LuxeTravel - a luxury travel agency Target Audience: High-income individuals with a history of luxury travel Constraints: Limited ad budget, high competition in the luxury travel market Goals: Drive conversions, increase revenue by 15% Workflow Stage: Image Generation","Drive conversions, increase revenue by 15% Workflow Stage: Image Generation","Company: LuxeTravel - a luxury travel agency Target Audience: High-income individuals with a history of luxury travel Constraints: Limited ad budget, high competition in the luxury travel market","Company: LuxeTravel - a luxury travel agency Target Audience: High-income individuals with a history of luxury travel Constraints: Limited ad budget, high competition in the luxury travel market",Design a targeted Facebook ad campaign using AI-powered lookalike targeting to reach high-value customers. Create visually stunning ads showcasing,,0.0,,0.04606848582625389,0.16638001799583435,0.23439070582389832,0.03163527324795723,0.3966149687767029,0.12491060793399811,1,persuasive,0.3966,luxury,0.291,professional,0.2182,persuasive,1,1,persuasive,0.6,0.5,phi3_tiebreak,True
180,Create a social media campaign to increase brand awareness among young adults for a sustainable fashion brand.,"Company: GreenThreads, a fashion brand using eco-friendly materials and practices. Target Audience: 18-25-year-olds active on Instagram, TikTok, and Facebook. Constraints: Limited budget of $5,000. Goals: Increase followers by 20% and drive website traffic by 30%. Workflow Stage: Strategy.",Increase followers by 20% and drive website traffic by 30%. Workflow Stage: Strategy.,"Company: GreenThreads, a fashion brand using eco-friendly materials and practices. Target Audience: 18-25-year-olds active on Instagram, TikTok, and Facebook. Constraints: Limited budget of $5,000.","Company: GreenThreads, a fashion brand using eco-friendly materials and practices. Target Audience: 18-25-year-olds active on Instagram, TikTok, and Facebook. Constraints: Limited budget of $5,000.","""GreenThreads Challenge"" - a social media campaign encouraging users to share their own eco-friendly fashion tips and tricks using a branded hashtag. Partner with influencers and offer a discount code to participants. Allocate $2,000 for influencer partnerships, $1,500 for sponsored ads, and $1,000 for content creation.",persuasive,0.8625,discount|offer,0.05413876101374626,0.11307783424854279,0.08283741772174835,0.053890932351350784,0.4330724775791168,0.26298269629478455,1,persuasive,0.4331,humorous,0.3451,persuasive,0.1673,professional,1,1,persuasive,0.8625,0.3333,high_confidence_rule,True
181,Develop an email nurturing campaign to educate B2B leads about the benefits of AI-powered marketing automation.,"Company: MarketMax, a marketing automation platform. Target Audience: Marketing managers and decision-makers at mid-sized businesses. Constraints: Existing email list of 1,000 leads. Goals: Convert 10% of leads into paying customers within 6 months. Workflow Stage: Copywriting.",Convert 10% of leads into paying customers within 6 months. Workflow Stage: Copywriting.,"Company: MarketMax, a marketing automation platform. Target Audience: Marketing managers and decision-makers at mid-sized businesses. Constraints: Existing email list of 1,000 leads.","Company: MarketMax, a marketing automation platform. Target Audience: Marketing managers and decision-makers at mid-sized businesses. Constraints: Existing email list of 1,000 leads.","""AI Marketing Mastery"" - a 6-email educational series covering topics such as lead scoring, personalization, and ROI measurement. Use a conversational tone, include case studies, and offer a free consultation to interested leads.",persuasive,0.6333,offer,0.3837309181690216,0.11761068552732468,0.08905546367168427,0.045737311244010925,0.2639266550540924,0.09993897378444672,1,friendly,0.3837,friendly,0.5981,professional,0.1043,professional,1,1,professional,0.6,0.3333,phi3_tiebreak,True
182,Design an Instagram Reels ad campaign to promote a new vegan protein powder product.,"Company: PlantPower, a supplement brand. Target Audience: Fitness enthusiasts and health-conscious individuals aged 25-40. Constraints: Limited budget of $3,000. Goals: Drive 500 sales within the first month. Workflow Stage: Image Generation.",Drive 500 sales within the first month. Workflow Stage: Image Generation.,"Company: PlantPower, a supplement brand. Target Audience: Fitness enthusiasts and health-conscious individuals aged 25-40. Constraints: Limited budget of $3,000.","Company: PlantPower, a supplement brand. Target Audience: Fitness enthusiasts and health-conscious individuals aged 25-40. Constraints: Limited budget of $3,000.","""Fuel Your Fitness"" - a series of 6 Reels ads showcasing the product's benefits, customer testimonials, and before-and-after results. Allocate $1,500 for ad spend, $1,000 for content creation, and $500 for influencer partnerships.",,0.0,,0.042585551738739014,0.08145486563444138,0.06569179892539978,0.08718674629926682,0.6218075752258301,0.1012735366821289,1,persuasive,0.6218,persuasive,0.2856,emotional,0.2169,professional,1,1,professional,0.6,0.5,phi3_tiebreak,True
183,Create a social media campaign to increase brand awareness for a new eco-friendly fashion brand.,"Company: GreenThreads, a sustainable clothing company targeting millennials and Gen Z. Target audience: 18-30-year-olds, environmentally conscious, fashion-forward individuals. Constraints: Limited budget, high competition in the eco-friendly fashion market. Goals: Increase brand awareness by 20%, drive website traffic by 30%. Workflow stage: Strategy.","Increase brand awareness by 20%, drive website traffic by 30%. Workflow stage: Strategy.","Company: GreenThreads, a sustainable clothing company targeting millennials and Gen Z. Target audience: 18-30-year-olds, environmentally conscious, fashion-forward individuals. Constraints: Limited budget, high competition in the eco-friendly fashion market.","Company: GreenThreads, a sustainable clothing company targeting millennials and Gen Z. Target audience: 18-30-year-olds, environmentally conscious, fashion-forward individuals. Constraints: Limited budget, high competition in the eco-friendly fashion market.","""GreenThreads Revival"" campaign, leveraging Instagram Reels and TikTok to showcase sustainable fashion tips, behind-the-scenes content, and user-generated eco-friendly fashion challenges. Collaborate with eco-influencers and run targeted ads to reach 1 million impressions.",,0.0,,0.0743916854262352,0.09102606773376465,0.11027468740940094,0.08726339787244797,0.44447851181030273,0.1925656944513321,1,persuasive,0.4445,humorous,0.2445,emotional,0.1767,professional,1,1,professional,0.6,0.5,phi3_tiebreak,True
184,Develop a content calendar for a B2B software company's LinkedIn page.,"Company: TechCorp, a B2B software solutions provider targeting IT professionals and business owners. Target audience: 25-55-year-olds, IT decision-makers, and business leaders. Constraints: Limited content creation resources, need to establish thought leadership. Goals: Increase LinkedIn followers by 50%, boost engagement by 200%. Workflow stage: Content calendar creation.","Increase LinkedIn followers by 50%, boost engagement by 200%. Workflow stage: Content calendar creation.","Company: TechCorp, a B2B software solutions provider targeting IT professionals and business owners. Target audience: 25-55-year-olds, IT decision-makers, and business leaders. Constraints: Limited content creation resources, need to establish thought leadership.","Company: TechCorp, a B2B software solutions provider targeting IT professionals and business owners. Target audience: 25-55-year-olds, IT decision-makers, and business leaders. Constraints: Limited content creation resources, need to establish thought leadership.","""TechTalk"" content calendar, featuring bi-weekly thought leadership articles, weekly industry news roundups, and monthly customer success stories. Utilize LinkedIn's publishing platform to share long-form content and participate in relevant LinkedIn groups to increase visibility.",professional,0.5875,industry,0.0651140883564949,0.2068629264831543,0.13599751889705658,0.11193299293518066,0.2453332394361496,0.2347591519355774,1,persuasive,0.2453,humorous,0.2513,professional,0.2207,professional,1,1,professional,0.6575,0.6667,three_method_majority,False
185,Design a targeted email campaign to re-engage inactive subscribers for an e-commerce company.,"Company: ShopSmart, an online retailer targeting busy professionals and parents. Target audience: 25-50-year-olds, inactive subscribers who haven't made a purchase in 6 months. Constraints: Limited email sending frequency, need to re-engage without being spammy. Goals: Reactivate 20% of inactive subscribers, drive sales by 15%. Workflow stage: Email campaign creation.","Reactivate 20% of inactive subscribers, drive sales by 15%. Workflow stage: Email campaign creation.","Company: ShopSmart, an online retailer targeting busy professionals and parents. Target audience: 25-50-year-olds, inactive subscribers who haven't made a purchase in 6 months. Constraints: Limited email sending frequency, need to re-engage without being spammy.","Company: ShopSmart, an online retailer targeting busy professionals and parents. Target audience: 25-50-year-olds, inactive subscribers who haven't made a purchase in 6 months. Constraints: Limited email sending frequency, need to re-engage without being spammy.","""Welcome Back"" email campaign, featuring personalized product recommendations, exclusive discounts, and a ""we've missed you"" message. Use AI-powered segmentation to identify inactive subscribers and create a 3-email sequence to win them back.",friendly,0.2292,welcome,0.11565287411212921,0.07981331646442413,0.10316701978445053,0.08722151815891266,0.5057876110076904,0.10835766792297363,1,persuasive,0.5058,friendly,0.2612,persuasive,0.192,friendly,1,1,friendly,0.3468,1.0,rule_zero_shot_agreement,True
186,Create a social media campaign to increase brand awareness for a new eco-friendly fashion brand.,"Company: Green Threads Target Audience: Fashion-conscious millennials Constraints: Limited budget, high competition Goals: Increase followers by 20% in 6 weeks Workflow Stage: Strategy",Increase followers by 20% in 6 weeks Workflow Stage: Strategy,"Company: Green Threads Target Audience: Fashion-conscious millennials Constraints: Limited budget, high competition","Company: Green Threads Target Audience: Fashion-conscious millennials Constraints: Limited budget, high competition","""Green Threads Challenge"" - a social media campaign encouraging users to share their eco-friendly fashion choices, using a branded hashtag. Collaborate with influencers, offer discounts, and create engaging content (images, videos, blog posts) highlighting the brand's sustainable practices.",persuasive,0.6333,offer,0.0890837088227272,0.10941871255636215,0.09926314651966095,0.12121476233005524,0.3973194360733032,0.18370024859905243,1,persuasive,0.3973,emotional,0.2267,humorous,0.2154,friendly,1,1,friendly,0.6,0.3333,phi3_tiebreak,True
187,Develop a personalized email marketing campaign for a luxury car brand.,"Company: Prestige Motors Target Audience: High-income individuals Constraints: Limited customer data, need for exclusivity Goals: Increase test drives by 30% in 3 months Workflow Stage: Copywriting",Increase test drives by 30% in 3 months Workflow Stage: Copywriting,"Company: Prestige Motors Target Audience: High-income individuals Constraints: Limited customer data, need for exclusivity","Company: Prestige Motors Target Audience: High-income individuals Constraints: Limited customer data, need for exclusivity","""The Prestige Experience"" - a tailored email campaign using AI-driven segmentation, offering personalized content (exclusive offers, event invitations, and curated car recommendations) based on customer preferences and behavior.",luxury,0.9542,exclusive|prestige,0.041769806295633316,0.09114249050617218,0.6012423038482666,0.03328748792409897,0.15785819292068481,0.07469965517520905,1,luxury,0.6012,luxury,0.6264,professional,0.1003,professional,1,1,luxury,0.8739,0.6667,rule_zero_shot_agreement,False
188,Design a social media content calendar for a popular food delivery service.,"Company: Foodie Express Target Audience: Busy professionals Constraints: High posting frequency, need for engagement Goals: Increase orders by 25% in 2 months Workflow Stage: Post Scheduling",Increase orders by 25% in 2 months Workflow Stage: Post Scheduling,"Company: Foodie Express Target Audience: Busy professionals Constraints: High posting frequency, need for engagement","Company: Foodie Express Target Audience: Busy professionals Constraints: High posting frequency, need for engagement","""Foodie Frenzy"" - a content calendar featuring a mix of engaging formats ( images, videos, stories, and live streaming) highlighting customer experiences, chef interviews, and promotions. Utilize Instagram Reels, IGTV, and Facebook Live to maximize reach.",,0.0,,0.1088571846485138,0.055088091641664505,0.09295564144849777,0.20364972949028015,0.29556429386138916,0.24388504028320312,1,persuasive,0.2956,emotional,0.3285,humorous,0.2466,friendly,1,1,friendly,0.6,0.5,phi3_tiebreak,True
189,Create a chatbot for a health and wellness e-commerce platform.,Company: Healthy Living Target Audience: Fitness enthusiasts Constraints: Limited customer support resources Goals: Increase sales by 15% in 6 months Workflow Stage: Image Generation,Increase sales by 15% in 6 months Workflow Stage: Image Generation,Company: Healthy Living Target Audience: Fitness enthusiasts Constraints: Limited customer support resources,Company: Healthy Living Target Audience: Fitness enthusiasts Constraints: Limited customer support resources,"""Healthy Buddy"" - a conversational AI-powered chatbot providing personalized product recommendations, answering customer queries, and offering workout tips. Use natural language processing (NLP) to improve user experience.",,0.0,,0.18211142718791962,0.14265109598636627,0.12357945740222931,0.05052180588245392,0.3150641918182373,0.18607200682163239,1,persuasive,0.3151,friendly,0.3404,humorous,0.1985,friendly,1,1,friendly,0.4104,1.0,three_method_majority,True
190,Create a social media campaign to increase brand awareness among young adults for a sustainable fashion brand.,"Company: Green Threads, a fashion brand using recycled materials. Target Audience: Young adults (18-30) interested in sustainability. Constraints: Limited budget, need organic reach. Goals: Increase brand awareness by 20%, drive website traffic by 15%. Workflow Stage: Strategy","Increase brand awareness by 20%, drive website traffic by 15%. Workflow Stage: Strategy","Company: Green Threads, a fashion brand using recycled materials. Target Audience: Young adults (18-30) interested in sustainability. Constraints: Limited budget, need organic reach.","Company: Green Threads, a fashion brand using recycled materials. Target Audience: Young adults (18-30) interested in sustainability. Constraints: Limited budget, need organic reach.","Utilize Instagram Reels and TikTok to showcase eco-friendly fashion hacks, behind-the-scenes content, and user-generated content. Collaborate with eco-influencers and run a hashtag challenge to encourage audience engagement.",,0.0,,0.08140353858470917,0.056583795696496964,0.1058221384882927,0.062377799302339554,0.3988517224788666,0.29496103525161743,1,persuasive,0.3989,humorous,0.3638,friendly,0.1759,friendly,1,1,friendly,0.6,0.5,phi3_tiebreak,True
191,Design an email marketing campaign to nurture leads for a B2B software company.,"Company: Tech Innovate, a B2B software solutions provider. Target Audience: Business owners and decision-makers. Constraints: High competition, need personalized approach. Goals: Increase lead conversion by 25%, reduce unsubscribe rate by 10%. Workflow Stage: Copywriting","Increase lead conversion by 25%, reduce unsubscribe rate by 10%. Workflow Stage: Copywriting","Company: Tech Innovate, a B2B software solutions provider. Target Audience: Business owners and decision-makers. Constraints: High competition, need personalized approach.","Company: Tech Innovate, a B2B software solutions provider. Target Audience: Business owners and decision-makers. Constraints: High competition, need personalized approach.","Implement a 3-email nurture sequence focusing on industry insights, success stories, and personalized product demos. Use AI-powered content recommendations to tailor the content to each lead's interests and behaviors.",professional,0.7708,industry|insights,0.07642008364200592,0.1733936220407486,0.14894546568393707,0.1633073389530182,0.31414318084716797,0.12379031628370285,1,persuasive,0.3141,emotional,0.282,professional,0.187,professional,1,1,professional,0.8408,0.6667,three_method_majority,False
192,Develop a content marketing strategy for a health and wellness blog.,"Company: Healthy Living, a wellness blog and community. Target Audience: Health-conscious individuals (25-50). Constraints: Limited resources, need SEO optimization. Goals: Increase organic traffic by 30%, boost engagement by 20%. Workflow Stage: Strategy","Increase organic traffic by 30%, boost engagement by 20%. Workflow Stage: Strategy","Company: Healthy Living, a wellness blog and community. Target Audience: Health-conscious individuals (25-50). Constraints: Limited resources, need SEO optimization.","Company: Healthy Living, a wellness blog and community. Target Audience: Health-conscious individuals (25-50). Constraints: Limited resources, need SEO optimization.","Create a mix of informative blog posts, videos, and podcasts focusing on trending topics like mental health, nutrition, and fitness. Utilize AI-driven content optimization tools to improve SEO rankings and user experience.",,0.0,,0.11941560357809067,0.26728373765945435,0.1387392282485962,0.05895289406180382,0.2845330536365509,0.13107547163963318,1,persuasive,0.2845,professional,0.291,friendly,0.2286,professional,1,1,professional,0.361,1.0,three_method_majority,True
193,Create a paid advertising campaign to drive sales for an e-commerce company.,"Company: StyleHub, an online fashion retailer. Target Audience: Fashion-conscious individuals (18-40). Constraints: High competition, need ROI-positive ads. Goals: Increase sales by 15%, reduce ad spend by 10%. Workflow Stage: Image Generation","Increase sales by 15%, reduce ad spend by 10%. Workflow Stage: Image Generation","Company: StyleHub, an online fashion retailer. Target Audience: Fashion-conscious individuals (18-40). Constraints: High competition, need ROI-positive ads.","Company: StyleHub, an online fashion retailer. Target Audience: Fashion-conscious individuals (18-40). Constraints: High competition, need ROI-positive ads.","Develop eye-catching, high-quality ad visuals showcasing trendy outfits and accessories. Utilize AI-powered ad creative automation to personalize ads based on user behavior, interests, and demographics.",,0.0,,0.06478766351938248,0.19680464267730713,0.2831045091152191,0.029329124838113785,0.21331875026226044,0.21265535056591034,1,luxury,0.2831,luxury,0.2971,humorous,0.2366,professional,1,1,professional,0.6,0.5,phi3_tiebreak,True
194,Create a social media campaign to increase brand awareness among young adults.,"Company: Sustainable fashion brand, Target audience: 18-30 years old, Constraints: Limited budget, Goals: 20% increase in followers, Stage: Strategy.","20% increase in followers, Stage: Strategy.","Company: Sustainable fashion brand, Target audience: 18-30 years old, Constraints: Limited budget,","Company: Sustainable fashion brand, Target audience: 18-30 years old, Constraints: Limited budget,","Develop a social media contest where followers share eco-friendly fashion tips using a branded hashtag. Partner with influencers to promote the contest and encourage user-generated content. Allocate $500 for contest prizes and $1,000 for influencer partnerships.",,0.0,,0.07034263759851456,0.14018896222114563,0.11877749115228653,0.05408279225230217,0.41596904397010803,0.20063912868499756,1,persuasive,0.416,humorous,0.2558,professional,0.1781,persuasive,1,1,persuasive,0.6,0.5,phi3_tiebreak,True
195,Design an email marketing campaign to promote a new product launch.,"Company: Tech startup, Target audience: Early adopters, Constraints: Short timeline, Goals: 50% open rate, Stage: Image generation.","50% open rate, Stage: Image generation.","Company: Tech startup, Target audience: Early adopters, Constraints: Short timeline,","Company: Tech startup, Target audience: Early adopters, Constraints: Short timeline,",Create a visually striking email template with animations and GIFs showcasing the product's innovative features. Use AI-generated images to highlight the product's sleek design and include a limited-time discount for early bird subscribers.,persuasive,0.6792,discount,0.04011175408959389,0.05261276662349701,0.47439876198768616,0.020087119191884995,0.24161237478256226,0.17117726802825928,1,luxury,0.4744,luxury,0.5298,humorous,0.2027,persuasive,1,1,persuasive,0.7492,0.6667,three_method_majority,False
196,Develop a content marketing strategy to establish thought leadership in the finance industry.,"Company: Financial services firm, Target audience: Business owners, Constraints: Limited resources, Goals: 10% increase in website traffic, Stage: Copywriting.","10% increase in website traffic, Stage: Copywriting.","Company: Financial services firm, Target audience: Business owners, Constraints: Limited resources,","Company: Financial services firm, Target audience: Business owners, Constraints: Limited resources,","Publish a series of in-depth articles and whitepapers on industry trends and best practices. Utilize AI-powered content generation tools to produce high-quality, SEO-optimized content. Repurpose the content into social media posts, email newsletters, and webinars.",professional,0.5875,industry,0.04615364223718643,0.3399670124053955,0.21480967104434967,0.04476753994822502,0.2877689599990845,0.06653328239917755,1,professional,0.34,professional,0.4009,luxury,0.2398,professional,1,1,professional,0.5849,1.0,rule_zero_shot_agreement,True
197,Create a social media campaign to promote a new restaurant opening.,"Company: Restaurant chain, Target audience: Foodies, Constraints: Limited budget, Goals: 500 new followers, Stage: Post scheduling.","500 new followers, Stage: Post scheduling.","Company: Restaurant chain, Target audience: Foodies, Constraints: Limited budget,","Company: Restaurant chain, Target audience: Foodies, Constraints: Limited budget,","Develop a social media calendar featuring behind-the-scenes content, sneak peeks, and exclusive promotions. Utilize Instagram Reels and Facebook Live to showcase the restaurant's culinary expertise. Schedule posts to coincide with peak hours and engage with followers by responding to comments and direct messages.",luxury,0.6792,exclusive,0.1099303588271141,0.12969136238098145,0.1562323421239853,0.05257544293999672,0.42499276995658875,0.1265777051448822,1,persuasive,0.425,friendly,0.2393,luxury,0.1831,professional,1,1,professional,0.6,0.3333,phi3_tiebreak,True
