row_id,instruction,raw_input,goal_text,business_context,summary,text,campaign_goal_rule,campaign_goal_rule_confidence,campaign_goal_rule_matches,campaign_goal_zero_shot,campaign_goal_zero_shot_confidence,campaign_goal_second_choice,campaign_goal_second_choice_confidence,campaign_goal_phi3,campaign_goal,campaign_goal_confidence,campaign_goal_agreement,campaign_goal_source,campaign_goal_needs_review,tone_rule,tone_rule_confidence,tone_rule_matches,tone_zero_shot,tone_zero_shot_confidence,tone_second_choice,tone_second_choice_confidence,tone_phi3,tone,tone_confidence,tone_agreement,tone_source,tone_needs_review,needs_review,joint_label_confidence,labeling_method,valid_label_pair
72,Create a social media campaign to increase brand awareness among young adults.,"Company: Eco-friendly fashion brand, Target Audience: 18-24-year-olds, Constraints: Limited budget, Goals: Boost brand recognition, increase website traffic, Stage: Strategy","Boost brand recognition, increase website traffic, Stage: Strategy","Company: Eco-friendly fashion brand, Target Audience: 18-24-year-olds, Constraints: Limited budget,","Company: Eco-friendly fashion brand, Target Audience: 18-24-year-olds, Constraints: Limited budget,","""Green Threads"" campaign: Utilize Instagram Reels and TikTok to showcase eco-friendly fashion tips, partner with 3 social media influencers, and create a hashtag challenge.",awareness,0.9542,brand recognition|website traffic,awareness,0.8811,lead_generation,0.0829,,awareness,0.99,1.0,rule_zero_shot_agreement,False,,0.0,,humorous,0.311,persuasive,0.2008,professional,professional,0.6,0.5,phi3_tiebreak,True,True,0.7707139547199077,rule_bart_mnli_phi3_ensemble,True
73,Develop a targeted email marketing campaign to promote a new luxury car model.,"Company: Luxury car manufacturer, Target Audience: High-income individuals, Constraints: Exclusive brand image, Goals: Drive sales, Stage: Copywriting","Drive sales, Stage: Copywriting","Company: Luxury car manufacturer, Target Audience: High-income individuals, Constraints: Exclusive brand image,","Company: Luxury car manufacturer, Target Audience: High-income individuals, Constraints: Exclusive brand image,","""Exclusive Drive"" campaign: Craft personalized emails highlighting the car's premium features, offer exclusive test drives, and include a limited-time discount for subscribers.",conversion,0.8167,drive sales,conversion,0.7028,awareness,0.1314,conversion,conversion,0.8854,1.0,rule_zero_shot_agreement,False,luxury,0.5033,premium|exclusive,luxury,0.3956,professional,0.1368,luxury,luxury,0.5441,1.0,rule_zero_shot_agreement,True,True,0.6940793470490243,rule_bart_mnli_phi3_ensemble,True
74,Design an in-store experience to engage customers and increase sales.,"Company: Outdoor gear retailer, Target Audience: Outdoor enthusiasts, Constraints: Limited store space, Goals: Boost sales, Stage: Image Generation","Boost sales, Stage: Image Generation","Company: Outdoor gear retailer, Target Audience: Outdoor enthusiasts, Constraints: Limited store space,","Company: Outdoor gear retailer, Target Audience: Outdoor enthusiasts, Constraints: Limited store space,","""Adventure Hub"" experience: Create immersive in-store displays featuring popular outdoor destinations, offer workshops and gear demos, and integrate AI-powered product recommendations.",,0.0,,awareness,0.52,conversion,0.3552,engagement,engagement,0.62,0.5,phi3_tiebreak,True,persuasive,0.6333,offer,humorous,0.2476,persuasive,0.1829,professional,professional,0.6,0.3333,phi3_tiebreak,True,True,0.6099180272790763,rule_bart_mnli_phi3_ensemble,True
75,Launch a social media contest to promote a new beauty product.,"Company: Beauty brand, Target Audience: Women aged 25-40, Constraints: Limited budget, Goals: Increase brand engagement, Stage: Post Scheduling","Increase brand engagement, Stage: Post Scheduling","Company: Beauty brand, Target Audience: Women aged 25-40, Constraints: Limited budget,","Company: Beauty brand, Target Audience: Women aged 25-40, Constraints: Limited budget,","""Glow Up"" contest: Encourage followers to share their favorite beauty tips using a branded hashtag, partner with 2 social media influencers, and offer a grand prize of a year's supply of the new product.",,0.0,,awareness,0.3947,engagement,0.3861,engagement,engagement,0.62,0.5,phi3_tiebreak,True,persuasive,0.6333,offer,humorous,0.3068,persuasive,0.1903,persuasive,persuasive,0.7033,0.6667,three_method_majority,False,True,0.6603377923457054,rule_bart_mnli_phi3_ensemble,True
76,Create a content marketing strategy to establish thought leadership in the tech industry.,"Company: Tech startup, Target Audience: Industry professionals, Constraints: Limited resources, Goals: Build credibility, Stage: Strategy","Build credibility, Stage: Strategy","Company: Tech startup, Target Audience: Industry professionals, Constraints: Limited resources,","Company: Tech startup, Target Audience: Industry professionals, Constraints: Limited resources,","""Tech Trends"" blog series: Publish in-depth articles on industry trends, host webinars, and collaborate with industry experts to showcase the company's expertise.",,0.0,,awareness,0.628,retention,0.1712,awareness,awareness,0.708,1.0,three_method_majority,False,professional,0.5875,industry,professional,0.4022,luxury,0.193,professional,professional,0.5856,1.0,rule_zero_shot_agreement,True,True,0.6438981285886767,rule_bart_mnli_phi3_ensemble,True
77,Develop a referral program to increase customer loyalty.,"Company: E-commerce retailer, Target Audience: Existing customers, Constraints: Limited budget, Goals: Boost referrals, Stage: Copywriting","Boost referrals, Stage: Copywriting","Company: E-commerce retailer, Target Audience: Existing customers, Constraints: Limited budget,","Company: E-commerce retailer, Target Audience: Existing customers, Constraints: Limited budget,","""Refer-a-Friend"" program: Offer customers a discount code for successful referrals, create a leaderboard to track referrals, and send",,0.0,,awareness,0.3229,retention,0.3184,retention,retention,0.62,0.5,phi3_tiebreak,True,persuasive,0.8625,discount|offer,professional,0.2275,humorous,0.2039,friendly,persuasive,0.8625,0.3333,high_confidence_rule,True,True,0.7312660254654253,rule_bart_mnli_phi3_ensemble,True
78,Create a social media campaign to increase brand awareness for a new eco-friendly fashion brand.,Company: Verde Clothing; Target Audience: Millennials and Gen Z; Constraints: Limited budget; Goals: 20% increase in followers within 3 months; Workflow Stage: Strategy,20% increase in followers within 3 months; Workflow Stage: Strategy,Company: Verde Clothing; Target Audience: Millennials and Gen Z; Constraints: Limited budget;,Company: Verde Clothing; Target Audience: Millennials and Gen Z; Constraints: Limited budget;,"""Green Revolution"" campaign: Collaborate with eco-influencers, share behind-the-scenes content highlighting sustainable production processes, and launch a referral program offering discounts for customers who share eco-friendly fashion tips.",awareness,0.6333,followers,awareness,0.3855,engagement,0.289,awareness,awareness,0.6418,1.0,rule_zero_shot_agreement,True,,0.0,,professional,0.2164,persuasive,0.1911,professional,professional,0.2864,1.0,three_method_majority,True,True,0.42873245736706245,rule_bart_mnli_phi3_ensemble,True
79,Develop a targeted email marketing campaign for a new AI-powered fitness app.,Company: FitGenie; Target Audience: Fitness enthusiasts aged 25-45; Constraints: High competition; Goals: 30% open rate and 20% conversion rate; Workflow Stage: Copywriting,30% open rate and 20% conversion rate; Workflow Stage: Copywriting,Company: FitGenie; Target Audience: Fitness enthusiasts aged 25-45; Constraints: High competition;,Company: FitGenie; Target Audience: Fitness enthusiasts aged 25-45; Constraints: High competition;,"""Unlock Your Potential"" campaign: Send personalized emails with AI-driven workout recommendations, success stories, and exclusive promotions, using a conversational tone and eye-catching visuals.",conversion,0.7708,conversion rate,conversion,0.2682,lead_generation,0.2533,awareness,conversion,0.6646,0.6667,rule_zero_shot_agreement,False,luxury,0.6792,exclusive,friendly,0.6111,persuasive,0.1047,friendly,friendly,0.6811,0.6667,three_method_majority,False,False,0.6727994203326872,rule_bart_mnli_phi3_ensemble,True
80,Design an Instagram Reels campaign for a popular coffee shop chain.,Company: The Daily Grind; Target Audience: Coffee lovers aged 18-35; Constraints: Limited video production budget; Goals: 50% increase in Reels engagement; Workflow Stage: Image Generation,50% increase in Reels engagement; Workflow Stage: Image Generation,Company: The Daily Grind; Target Audience: Coffee lovers aged 18-35; Constraints: Limited video production budget;,Company: The Daily Grind; Target Audience: Coffee lovers aged 18-35; Constraints: Limited video production budget;,"""Brewing Joy"" campaign: Create short, engaging Reels showcasing unique coffee creations, behind-the-scenes moments, and customer interactions, using a mix of animation, stop-motion, and live-action footage.",,0.0,,awareness,0.4536,engagement,0.2918,engagement,engagement,0.62,0.5,phi3_tiebreak,True,,0.0,,humorous,0.4683,friendly,0.1569,friendly,friendly,0.6,0.5,phi3_tiebreak,True,True,0.6099180272790763,rule_bart_mnli_phi3_ensemble,True
81,Create a comprehensive marketing strategy for a new sustainable energy company.,Company: GreenSpark Energy; Target Audience: Environmentally conscious homeowners; Constraints: High competition; Goals: 25% market share within the first year; Workflow Stage: Strategy,25% market share within the first year; Workflow Stage: Strategy,Company: GreenSpark Energy; Target Audience: Environmentally conscious homeowners; Constraints: High competition;,Company: GreenSpark Energy; Target Audience: Environmentally conscious homeowners; Constraints: High competition;,"""Empowering a Greener Tomorrow"" strategy: Develop a multi-channel approach, including social media, influencer partnerships, and targeted advertising, focusing on the benefits of sustainable energy and the company's innovative solutions.",,0.0,,conversion,0.2652,awareness,0.2578,awareness,awareness,0.62,0.5,phi3_tiebreak,True,professional,0.5875,strategy,professional,0.2024,emotional,0.1947,professional,professional,0.4757,1.0,rule_zero_shot_agreement,True,True,0.5430782632365247,rule_bart_mnli_phi3_ensemble,True
82,Write a compelling product description for a new smart home device.,Company: SmartNest; Target Audience: Tech-savvy homeowners; Constraints: Highly competitive market; Goals: 20% increase in sales; Workflow Stage: Copywriting,20% increase in sales; Workflow Stage: Copywriting,Company: SmartNest; Target Audience: Tech-savvy homeowners; Constraints: Highly competitive market;,Company: SmartNest; Target Audience: Tech-savvy homeowners; Constraints: Highly competitive market;,"""Experience the Future of Home Automation"" description: Emphasize the device's AI-driven features, seamless integration with popular smart home systems, and user-friendly interface, using a clear and",,0.0,,conversion,0.3958,awareness,0.2791,awareness,awareness,0.62,0.5,phi3_tiebreak,True,,0.0,,friendly,0.2692,luxury,0.2379,professional,professional,0.6,0.5,phi3_tiebreak,True,True,0.6099180272790763,rule_bart_mnli_phi3_ensemble,True
83,Create a social media campaign to increase brand awareness among young adults for a sustainable fashion brand.,"Company: GreenThreads, a sustainable fashion brand Target Audience: Young adults aged 18-30 Constraints: Limited budget, high competition in the market Goals: Increase brand awareness, drive website traffic Workflow Stage: Strategy","Increase brand awareness, drive website traffic Workflow Stage: Strategy","Company: GreenThreads, a sustainable fashion brand Target Audience: Young adults aged 18-30 Constraints: Limited budget, high competition in the market","Company: GreenThreads, a sustainable fashion brand Target Audience: Young adults aged 18-30 Constraints: Limited budget, high competition in the market","Develop a social media campaign, ""Eco-Fashionistas Unite,"" focusing on Instagram and TikTok. Collaborate with eco-conscious influencers to showcase GreenThreads' sustainable clothing lines. Utilize relevant hashtags and create engaging content (reels, stories, posts) highlighting the brand's commitment to sustainability. Allocate $1,000 for influencer partnerships and $500 for paid advertising.",awareness,1.0,brand awareness|website traffic,awareness,0.8007,lead_generation,0.1256,,awareness,0.99,1.0,rule_zero_shot_agreement,False,,0.0,,emotional,0.2488,persuasive,0.1686,professional,professional,0.6,0.5,phi3_tiebreak,True,True,0.7707139547199077,rule_bart_mnli_phi3_ensemble,True
84,Design an email marketing campaign to nurture leads for a B2B software company.,"Company: TechCorp, a B2B software company Target Audience: Business owners and decision-makers Constraints: Limited email list, high competition in the market Goals: Nurture leads, increase conversions Workflow Stage: Copywriting","Nurture leads, increase conversions Workflow Stage: Copywriting","Company: TechCorp, a B2B software company Target Audience: Business owners and decision-makers Constraints: Limited email list, high competition in the market","Company: TechCorp, a B2B software company Target Audience: Business owners and decision-makers Constraints: Limited email list, high competition in the market","Create a lead nurturing email campaign, ""Unlock Your Business Potential,"" consisting of 5 emails. Email 1: Introduction to TechCorp's software solutions. Email 2: Success stories and case studies. Email 3: Exclusive webinar invitation. Email 4: Free trial offer. Email 5: Personalized demo invitation. Use a conversational tone and include clear CTAs.",,0.0,,lead_generation,0.3912,conversion,0.3401,lead_generation,lead_generation,0.4712,1.0,three_method_majority,True,professional,0.4494,webinar|business,friendly,0.5578,emotional,0.2427,friendly,friendly,0.6278,0.6667,three_method_majority,False,True,0.5438927835520527,rule_bart_mnli_phi3_ensemble,True
85,Develop a content marketing strategy to establish a thought leadership position for a financial services company.,"Company: FinServ, a financial services company Target Audience: High-net-worth individuals and financial advisors Constraints: Limited resources, high competition in the market Goals: Establish thought leadership, increase brand credibility Workflow Stage: Strategy","Establish thought leadership, increase brand credibility Workflow Stage: Strategy","Company: FinServ, a financial services company Target Audience: High-net-worth individuals and financial advisors Constraints: Limited resources, high competition in the market","Company: FinServ, a financial services company Target Audience: High-net-worth individuals and financial advisors Constraints: Limited resources, high competition in the market","Create a content marketing strategy, ""Financial Insights,"" focusing on blog posts, whitepapers, and webinars. Develop a content calendar covering topics such as market trends, investment strategies, and regulatory updates. Collaborate with industry experts to create high-quality content. Utilize SEO techniques to improve search engine rankings.",,0.0,,awareness,0.6391,retention,0.2372,awareness,awareness,0.7191,1.0,three_method_majority,False,professional,0.9083,industry|strategy|insights,professional,0.4145,luxury,0.1903,professional,professional,0.7367,1.0,rule_zero_shot_agreement,False,False,0.727846803936103,rule_bart_mnli_phi3_ensemble,True
86,Develop a social media campaign to increase brand awareness among eco-conscious consumers.,"Company: GreenCycle, a sustainable fashion brand. Target audience: Environmentally aware millennials and Gen Z. Constraints: Limited budget. Goals: Boost brand recognition and drive website traffic. Workflow stage: Strategy.",Boost brand recognition and drive website traffic. Workflow stage: Strategy.,"Company: GreenCycle, a sustainable fashion brand. Target audience: Environmentally aware millennials and Gen Z. Constraints: Limited budget.","Company: GreenCycle, a sustainable fashion brand. Target audience: Environmentally aware millennials and Gen Z. Constraints: Limited budget.","Create a social media campaign, ""Eco-Warriors Unite,"" focusing on Instagram and TikTok. Share engaging content (images, videos, and Reels) highlighting GreenCycle's sustainable practices, eco-friendly materials, and waste reduction efforts. Collaborate with eco-influencers and user-generated content campaigns. Utilize relevant hashtags and tag relevant eco-conscious brands. Allocate $500 for Instagram ads targeting environmentally aware audiences.",awareness,0.9542,brand recognition|website traffic,awareness,0.7248,lead_generation,0.1604,,awareness,0.971,1.0,rule_zero_shot_agreement,False,,0.0,,emotional,0.1973,humorous,0.1957,persuasive,persuasive,0.6,0.5,phi3_tiebreak,True,True,0.7632823854904554,rule_bart_mnli_phi3_ensemble,True
87,Design an email marketing campaign to promote a new product launch.,"Company: TechCorp, a leading electronics manufacturer. Target audience: Tech-savvy professionals and gamers. Constraints: High competition in the market. Goals: Generate buzz and drive pre-orders. Workflow stage: Copywriting.",Generate buzz and drive pre-orders. Workflow stage: Copywriting.,"Company: TechCorp, a leading electronics manufacturer. Target audience: Tech-savvy professionals and gamers. Constraints: High competition in the market.","Company: TechCorp, a leading electronics manufacturer. Target audience: Tech-savvy professionals and gamers. Constraints: High competition in the market.","Craft a series of three emails: ""Get Ready for the Future,"" "" Exclusive Access,"" and ""Last Chance to Pre-Order."" Use attention-grabbing subject lines, sleek designs, and emphasize key features, such as AI-powered performance and sustainable materials. Offer limited-time discounts and bundle deals to incentivize pre-orders. Use personalization by addressing subscribers by name and referencing their interests.",conversion,0.6792,order,lead_generation,0.5039,awareness,0.3186,awareness,awareness,0.62,0.3333,phi3_tiebreak,True,persuasive,0.3049,offer,luxury,0.6707,persuasive,0.2567,persuasive,persuasive,0.3749,0.6667,three_method_majority,True,True,0.4821182427579359,rule_bart_mnli_phi3_ensemble,True
88,Create a content calendar for a blog to establish thought leadership in the health and wellness industry.,"Company: FitPro, a fitness and nutrition consulting firm. Target audience: Health-conscious individuals and professionals. Constraints: Limited resources. Goals: Establish authority and drive organic traffic. Workflow stage: Post scheduling.",Establish authority and drive organic traffic. Workflow stage: Post scheduling.,"Company: FitPro, a fitness and nutrition consulting firm. Target audience: Health-conscious individuals and professionals. Constraints: Limited resources.","Company: FitPro, a fitness and nutrition consulting firm. Target audience: Health-conscious individuals and professionals. Constraints: Limited resources.","Plan a 12-week content calendar focusing on topics like mindfulness, sustainable nutrition, and AI-powered fitness. Allocate two posts per week, including in-depth guides, success stories, and expert interviews. Utilize SEO keywords, meta descriptions, and optimize images. Schedule social media promotions and email newsletters to amplify reach.",,0.0,,awareness,0.6993,lead_generation,0.1868,awareness,awareness,0.7793,1.0,three_method_majority,False,professional,0.5875,expert,emotional,0.2625,professional,0.2262,professional,professional,0.6575,0.6667,three_method_majority,False,False,0.7158140470820616,rule_bart_mnli_phi3_ensemble,True
89,Develop a video marketing strategy to showcase a company's commitment to social causes.,"Company: Empower Inc., a socially responsible e-commerce platform. Target audience: Socially aware consumers. Constraints: Limited budget. Goals: Increase brand loyalty and drive sales. Workflow stage: Image generation.",Increase brand loyalty and drive sales. Workflow stage: Image generation.,"Company: Empower Inc., a socially responsible e-commerce platform. Target audience: Socially aware consumers. Constraints: Limited budget.","Company: Empower Inc., a socially responsible e-commerce platform. Target audience: Socially aware consumers. Constraints: Limited budget.","Create a heartwarming video series, ""Empowering Stories,"" highlighting the company's charitable initiatives and community involvement",conversion,0.4792,drive sales,awareness,0.3949,retention,0.3819,awareness,awareness,0.4749,0.6667,three_method_majority,True,friendly,0.5875,community,emotional,0.8449,humorous,0.0695,emotional,emotional,0.9149,0.6667,three_method_majority,False,True,0.6591555279294865,rule_bart_mnli_phi3_ensemble,True
90,Design a social media campaign to promote a sustainable fashion brand's new collection using AI-generated images.,"* Company: GreenStyle, a sustainable fashion brand * Target audience: Environmentally conscious fashion enthusiasts * Constraints: Limited budget, short timeline * Goals: Increase brand awareness, drive website traffic * Workflow stage: Image generation","Increase brand awareness, drive website traffic * Workflow stage: Image generation","* Company: GreenStyle, a sustainable fashion brand * Target audience: Environmentally conscious fashion enthusiasts * Constraints: Limited budget, short timeline *","* Company: GreenStyle, a sustainable fashion brand * Target audience: Environmentally conscious fashion enthusiasts * Constraints: Limited budget, short timeline *","Create a series of AI-generated images showcasing the new collection in a futuristic, eco-friendly setting. Utilize Instagram Reels and TikTok to share behind-the-scenes content, highlighting the design process and sustainable materials used. Partner with eco-influencers to amplify the message.",awareness,1.0,brand awareness|website traffic,awareness,0.8984,lead_generation,0.0649,,awareness,0.99,1.0,rule_zero_shot_agreement,False,,0.0,,luxury,0.2197,persuasive,0.1823,professional,professional,0.6,0.5,phi3_tiebreak,True,True,0.7707139547199077,rule_bart_mnli_phi3_ensemble,True
91,Develop a targeted email campaign to promote a new health and wellness program for seniors.,"* Company: HealthyAge, a healthcare provider * Target audience: Seniors (65+ years old) * Constraints: Limited email list, high competition * Goals: Increase program enrollment, build brand trust * Workflow stage: Copywriting","Increase program enrollment, build brand trust * Workflow stage: Copywriting","* Company: HealthyAge, a healthcare provider * Target audience: Seniors (65+ years old) * Constraints: Limited email list, high competition *","* Company: HealthyAge, a healthcare provider * Target audience: Seniors (65+ years old) * Constraints: Limited email list, high competition *","Craft a series of personalized emails addressing specific health concerns common among seniors. Utilize segmentation to tailor content based on age, health status, and interests. Include testimonials from satisfied customers and a clear call-to-action to encourage enrollment.",,0.0,,conversion,0.3724,retention,0.3532,lead_generation,lead_generation,0.62,0.5,phi3_tiebreak,True,,0.0,,persuasive,0.6181,emotional,0.0982,persuasive,persuasive,0.6881,1.0,three_method_majority,False,True,0.6531630730529704,rule_bart_mnli_phi3_ensemble,True
92,Create a social media campaign to raise awareness about a non-profit organization's mission to support education in underprivileged communities.,"* Company: EducateAll, a non-profit organization * Target audience: Socially conscious individuals * Constraints: Limited budget, short timeline * Goals: Increase donations, raise awareness * Workflow stage: Post scheduling","Increase donations, raise awareness * Workflow stage: Post scheduling","* Company: EducateAll, a non-profit organization * Target audience: Socially conscious individuals * Constraints: Limited budget, short timeline *","* Company: EducateAll, a non-profit organization * Target audience: Socially conscious individuals * Constraints: Limited budget, short timeline *","Develop a social media calendar highlighting impactful stories, statistics, and quotes from beneficiaries. Utilize Instagram's ""Donate"" feature and Facebook Fundraisers to encourage donations. Partner with social influencers to amplify the message and create a branded hashtag to track engagement.",,0.0,,awareness,0.6662,lead_generation,0.1278,awareness,awareness,0.7462,1.0,three_method_majority,False,,0.0,,emotional,0.3407,persuasive,0.2914,professional,professional,0.6,0.5,phi3_tiebreak,True,True,0.6691188235283775,rule_bart_mnli_phi3_ensemble,True
93,Create a social media campaign to increase brand awareness for a new sustainable fashion brand.,"Company: GreenCycle Clothing Target Audience: Young adults (18-35) interested in eco-friendly living Constraints: Limited budget ($5,000), 6-week timeline Goals: Increase followers by 20%, boost engagement by 50% Workflow Stage: Strategy","Increase followers by 20%, boost engagement by 50% Workflow Stage: Strategy","Company: GreenCycle Clothing Target Audience: Young adults (18-35) interested in eco-friendly living Constraints: Limited budget ($5,000), 6-week timeline","Company: GreenCycle Clothing Target Audience: Young adults (18-35) interested in eco-friendly living Constraints: Limited budget ($5,000), 6-week timeline","Develop a social media strategy focusing on Instagram and TikTok, leveraging hashtags #ecofashion and #sustainability. Collaborate with eco-influencers for sponsored content, and create engaging videos showcasing the brand's eco-friendly production process.",awareness,0.6333,followers,engagement,0.5973,awareness,0.2312,awareness,awareness,0.7133,0.6667,three_method_majority,False,professional,0.5875,strategy,humorous,0.225,professional,0.1921,professional,professional,0.6575,0.6667,three_method_majority,False,False,0.6848319136839346,rule_bart_mnli_phi3_ensemble,True
94,Design an email marketing campaign to promote a new AI-powered fitness app.,"Company: FitGenie Target Audience: Fitness enthusiasts (25-50) interested in personalized workouts Constraints: 3-week timeline, existing email list of 10,000 subscribers Goals: Drive 500 new app downloads, increase conversion rate by 15% Workflow Stage: Copywriting","Drive 500 new app downloads, increase conversion rate by 15% Workflow Stage: Copywriting","Company: FitGenie Target Audience: Fitness enthusiasts (25-50) interested in personalized workouts Constraints: 3-week timeline, existing email list of 10,000 subscribers","Company: FitGenie Target Audience: Fitness enthusiasts (25-50) interested in personalized workouts Constraints: 3-week timeline, existing email list of 10,000 subscribers","Craft a series of 3 emails: Introduction to FitGenie's AI technology, success stories from beta testers, and an exclusive promo offer for subscribers. Use attention-grabbing subject lines and CTAs, and segment the email list for personalized content.",conversion,0.5137,conversion rate,lead_generation,0.4704,conversion,0.2978,lead_generation,lead_generation,0.5504,0.6667,three_method_majority,True,luxury,0.3192,exclusive,persuasive,0.3303,emotional,0.2525,professional,professional,0.6,0.3333,phi3_tiebreak,True,True,0.574665119874175,rule_bart_mnli_phi3_ensemble,True
95,Develop a content calendar for a B2B tech company's LinkedIn page.,"Company: NovaTech Target Audience: IT professionals (30-55) interested in innovative solutions Constraints: 2-month timeline, posting frequency of 3 times a week Goals: Increase followers by 30%, boost engagement by 25% Workflow Stage: Post Scheduling","Increase followers by 30%, boost engagement by 25% Workflow Stage: Post Scheduling","Company: NovaTech Target Audience: IT professionals (30-55) interested in innovative solutions Constraints: 2-month timeline, posting frequency of 3 times a week","Company: NovaTech Target Audience: IT professionals (30-55) interested in innovative solutions Constraints: 2-month timeline, posting frequency of 3 times a week","Create a content mix of industry insights, thought leadership articles, and company news. Schedule posts using a mix of promotional, educational, and engaging content, including infographics, videos, and polls.",awareness,0.6333,followers,engagement,0.6299,awareness,0.2491,awareness,awareness,0.7133,0.6667,three_method_majority,False,professional,0.7708,industry|insights,professional,0.2975,luxury,0.1872,professional,professional,0.6105,1.0,rule_zero_shot_agreement,True,True,0.6599012426113472,rule_bart_mnli_phi3_ensemble,True
96,Create a influencer marketing campaign for a new plant-based milk brand.,"Company: GreenMilk Target Audience: Health-conscious millennials (25-40) interested in plant-based diets Constraints: $10,000 budget, 8-week timeline Goals: Increase brand awareness by 40%, drive 200 new sales Workflow Stage: Strategy","Increase brand awareness by 40%, drive 200 new sales Workflow Stage: Strategy","Company: GreenMilk Target Audience: Health-conscious millennials (25-40) interested in plant-based diets Constraints: $10,000 budget, 8-week timeline","Company: GreenMilk Target Audience: Health-conscious millennials (25-40) interested in plant-based diets Constraints: $10,000 budget, 8-week timeline",Partner with 5 social media influencers in the plant-based niche for sponsored content and product reviews. Request Instagram Reels and YouTube videos showcasing GreenMilk in recipes and everyday life.,awareness,0.8167,brand awareness,awareness,0.5288,conversion,0.2151,awareness,awareness,0.8071,1.0,rule_zero_shot_agreement,False,,0.0,,humorous,0.2271,emotional,0.1794,professional,professional,0.6,0.5,phi3_tiebreak,True,True,0.6958879220104341,rule_bart_mnli_phi3_ensemble,True
97,Create a social media campaign to increase brand awareness for an eco-friendly fashion brand among young adults.,"Company: GreenWear; Target Audience: 18-30-year-olds; Constraints: Limited budget; Goals: 20% increase in followers, 15% increase in website traffic; Workflow Stage: Strategy.","20% increase in followers, 15% increase in website traffic; Workflow Stage: Strategy.",Company: GreenWear; Target Audience: 18-30-year-olds; Constraints: Limited budget;,Company: GreenWear; Target Audience: 18-30-year-olds; Constraints: Limited budget;,"""Green Revolution"" campaign: Collaborate with eco-influencers, create engaging content (images, videos, blog posts) highlighting sustainable practices, and utilize Instagram Reels and TikTok for hashtag challenges. Utilize AI-generated content to personalize ads and reduce costs.",awareness,0.8167,followers|website traffic,awareness,0.4529,engagement,0.3157,awareness,awareness,0.773,1.0,rule_zero_shot_agreement,False,,0.0,,emotional,0.2118,friendly,0.1803,professional,professional,0.6,0.5,phi3_tiebreak,True,True,0.6810286337592568,rule_bart_mnli_phi3_ensemble,True
98,Develop a content marketing strategy to establish a tech startup as a thought leader in the AI industry.,"Company: AIForge; Target Audience: Tech professionals, entrepreneurs; Constraints: High competition; Goals: 50% increase in blog traffic, 20% increase in lead generation; Workflow Stage: Content Creation.","50% increase in blog traffic, 20% increase in lead generation; Workflow Stage: Content Creation.","Company: AIForge; Target Audience: Tech professionals, entrepreneurs; Constraints: High competition;","Company: AIForge; Target Audience: Tech professionals, entrepreneurs; Constraints: High competition;","""AI Insights"" blog series: Publish in-depth articles, interviews with industry experts, and research reports on AI trends and applications. Utilize SEO optimization, email newsletters, and LinkedIn promotion to reach target audiences.",lead_generation,0.8167,lead generation,awareness,0.5208,lead_generation,0.2094,awareness,awareness,0.6008,0.6667,three_method_majority,True,professional,0.9542,industry|research|insights,professional,0.2885,luxury,0.2526,professional,professional,0.6881,1.0,rule_zero_shot_agreement,False,True,0.6429700459585967,rule_bart_mnli_phi3_ensemble,True
99,Design an email marketing campaign to boost sales for a luxury travel company.,"Company: Traveluxe; Target Audience: High-income individuals; Constraints: Limited email list; Goals: 25% increase in bookings, 15% increase in email open rates; Workflow Stage: Copywriting.","25% increase in bookings, 15% increase in email open rates; Workflow Stage: Copywriting.",Company: Traveluxe; Target Audience: High-income individuals; Constraints: Limited email list;,Company: Traveluxe; Target Audience: High-income individuals; Constraints: Limited email list;,"""Exclusive Getaways"" campaign: Create personalized, visually stunning emails showcasing unique destinations, special offers, and curated experiences. Utilize AI-driven segmentation to tailor content and offers to individual preferences.",conversion,0.6792,booking,awareness,0.3478,conversion,0.2928,conversion,conversion,0.7592,0.6667,three_method_majority,False,luxury,0.6792,exclusive,luxury,0.6833,humorous,0.095,,luxury,0.7815,1.0,rule_zero_shot_agreement,False,False,0.7702693035555811,rule_bart_mnli_phi3_ensemble,True
100,Create a social media contest to increase engagement for a popular food delivery service.,"Company: FoodFrenzy; Target Audience: Foodies, busy professionals; Constraints: Limited budget; Goals: 30% increase in followers, 20% increase in app downloads; Workflow Stage: Post Scheduling.","30% increase in followers, 20% increase in app downloads; Workflow Stage: Post Scheduling.","Company: FoodFrenzy; Target Audience: Foodies, busy professionals; Constraints: Limited budget;","Company: FoodFrenzy; Target Audience: Foodies, busy professionals; Constraints: Limited budget;","""Foodie Frenzy Challenge"" campaign: Launch a social media contest where followers share their favorite food moments, using a branded hashtag. Utilize Instagram Stories, Facebook Live, and Twitter polls to engage with contestants and announce winners.",awareness,0.1833,followers,awareness,0.4202,engagement,0.322,engagement,awareness,0.4099,0.6667,rule_zero_shot_agreement,True,,0.0,,humorous,0.416,persuasive,0.1623,friendly,friendly,0.6,0.5,phi3_tiebreak,True,True,0.49592338117898815,rule_bart_mnli_phi3_ensemble,True
